Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Gas Type,Scale,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy Industries,Carbon dioxide,Units,1376.992538,1417.648155,1555.925061,1670.597366,1639.68443,1583.518698,1692.673125,1802.017265,1774.072238,1799.58331,1795.986517,1803.505409,1733.926558,1768.589648,1834.412986,1874.792853,1860.822371,1947.641624,2032.017263,2127.91285,1960.945417,1960.316685,1975.711637,2053.212136,2079.635516,2097.521866,2172.080394,2240.812215,2331.287391,2341.580254,2444.892447,2402.995632,2414.857235,2445.56506,2475.963624,2540.094531,2483.610144,2549.615756,2497.037193,2282.488561,2394.866186,2321.274004,2185.741819,2205.356192,2208.084908,2075.216781,1959.987734,1883.802438,1908.848406,1759.725511,1583.881614,1697.987882,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy Industries,Greenhouse gas,Units,1381.663945,1422.433967,1561.228214,1676.142313,1645.157709,1589.057317,1698.61783,1808.602011,1780.499352,1806.24022,1802.817181,1810.54018,1740.789056,1775.711422,1841.887525,1882.598649,1868.685273,1955.332829,2040.521846,2140.134041,1982.157513,1981.489785,1997.036657,2075.434355,2102.296206,2120.367366,2195.506623,2264.784152,2355.98915,2366.343886,2471.030641,2428.98698,2442.18627,2474.110017,2505.722423,2571.230013,2514.534776,2581.042982,2528.192822,2311.501727,2426.160687,2351.351197,2213.566228,2235.212254,2238.236363,2103.113604,1987.539414,1909.842483,1934.651717,1782.25384,1605.018771,1721.594396,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy Industries,Methane,Units,0.545752419,0.574794819,0.635682997,0.674364656,0.656133193,0.617992383,0.659072527,0.701841191,0.697643375,0.683506669,0.637362189,0.620493588,0.591577173,0.585797971,0.604259077,0.609063675,0.604699286,0.643114023,0.665625102,1.750165937,0.506220938,0.505756181,0.508886368,0.527110737,0.535813652,0.539507759,0.550707712,0.566318145,0.608435345,0.618648257,0.667177322,0.703214827,0.785281728,0.81324383,0.87343175,0.941401251,0.964131021,1.033061975,1.013501873,1.006963151,1.068102325,1.072932442,1.192746371,1.128037697,1.143548649,1.241199389,1.235697909,1.174375472,1.287775361,1.323767032,1.315451467,1.330530157,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Energy Industries,Nitrous oxide,Units,4.125654719,4.211016983,4.667470077,4.870583027,4.817145171,4.920626593,5.285632478,5.882904316,5.729470294,5.973403286,6.193302134,6.414277784,6.27092027,6.535976356,6.870280133,7.196731958,7.25820293,7.04809094,7.838958378,10.47102426,20.70587588,20.66734381,20.81613349,21.69510815,22.12487634,22.30599147,22.87552079,23.40561955,24.09332372,24.14498324,25.47101714,25.28813264,26.543754,27.73171361,28.88536767,30.19408102,29.96050114,30.3941642,30.14212665,28.00620297,30.22639911,29.00426081,26.63166293,28.72802414,29.00790655,26.65562351,26.31598291,24.86566917,24.51553602,21.20456185,19.82170568,22.27598425,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Fugitive Emissions from Fuels,Carbon dioxide,Units,52.20092721,30.58259459,33.78597241,50.83188751,41.88900042,30.8889849,46.46882497,39.50593054,43.65691107,50.25198783,41.20593223,34.93901839,27.91422657,25.53527243,34.87408768,32.97061381,32.76574786,34.91277844,40.88728708,41.3720217,46.10671438,45.33643805,45.22096427,44.42317806,45.02360921,43.48538228,42.20262222,42.48070123,40.20375673,40.05441036,40.23100991,40.14172905,40.46816189,40.22676665,40.78553024,41.11487481,41.74460317,42.22807731,43.85034423,42.83486696,45.23878249,49.58506461,53.09364254,58.84014669,64.17115897,65.1104734,54.55710403,59.24548921,72.78692518,88.38314672,67.6843714,62.08523817,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Fugitive Emissions from Fuels,Greenhouse gas,Units,357.9599469,326.4141827,336.9607891,353.3106595,334.2884312,317.9779222,333.822393,320.2095521,321.7615463,350.0023363,344.9909115,330.9367725,319.8506406,297.9955679,315.2386153,312.9383643,309.8824552,315.5407344,326.2215447,331.8827929,399.6468198,399.4945885,395.2255041,380.8439135,383.8156508,372.8431075,370.1132835,369.8877515,360.8447461,349.9070788,348.5297103,350.1897065,341.3553834,340.7123658,342.4937583,337.574346,347.3263712,344.2812456,360.4168928,350.1599682,351.3435641,344.573733,342.9993978,351.5967931,354.1192372,350.1304393,327.6358502,334.4753865,349.0628724,361.209584,326.7367614,271.8288932,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Fugitive Emissions from Fuels,Methane,Units,305.6866952,295.7841653,303.1318378,302.4363955,292.3673286,287.0614667,287.3258259,280.6759442,278.0744734,299.7186845,303.7581718,295.9742875,291.9134666,272.4370868,280.3394578,279.9441732,277.0931778,280.6016054,285.3058145,290.4831591,353.5203048,354.1380841,349.9846035,336.400268,338.7708396,329.3357088,327.8875902,327.3827695,320.6164638,309.8286643,308.2740206,310.0227621,300.861763,300.4596718,301.6814466,296.4320938,305.5537578,302.0242954,316.5354746,307.2942822,306.0709182,294.9516016,289.8674009,292.7142314,289.9031536,284.9687212,273.0389777,275.1952297,276.226484,272.7687614,259.0046779,209.708244,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Fugitive Emissions from Fuels,Nitrous oxide,Units,0.072324524,0.047422836,0.042978824,0.042376443,0.032102212,0.027470608,0.027742055,0.027677301,0.030161802,0.031663962,0.026807434,0.023466683,0.022947407,0.023208741,0.025069847,0.023577292,0.023529546,0.026350505,0.028443077,0.027612159,0.019800629,0.020066341,0.019936283,0.020467448,0.021202006,0.022016439,0.02307105,0.024280792,0.024525609,0.024004113,0.024679718,0.025215347,0.025458524,0.025927426,0.02678138,0.027377345,0.028010273,0.028872844,0.031073949,0.030818974,0.03386338,0.037066862,0.038354272,0.042415013,0.044924583,0.051244674,0.039768489,0.034667634,0.04946322,0.057675888,0.04771211,0.035411021,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Industrial Processes and Product Use,Carbon dioxide,Units,223.1056799,221.7619685,228.5064431,235.8235927,230.9245406,212.0600445,229.4939171,235.4127384,236.4589773,239.8307143,227.1209471,226.4334719,200.9191852,208.625159,218.6532716,217.2654768,213.2007194,213.6795599,221.8787798,216.1850441,159.3084507,151.0095131,153.4173418,149.4529173,154.7796815,159.7209016,159.2659121,162.6008802,157.6070386,155.437128,154.4375694,133.4560253,131.6456554,127.2382053,129.9069142,123.75081,126.1602729,130.9117048,121.6005684,92.70862541,114.8322198,118.201742,113.3455245,111.4762316,111.0165555,106.8230905,100.9678271,99.57459315,103.6686431,106.3598957,99.93325888,107.8278354,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Industrial Processes and Product Use,Fluorinated gases,Units,34.10156245,34.05018233,35.57038804,39.87947558,42.68563163,35.57319018,39.05560121,42.27308178,45.31894084,48.0212998,39.19648179,38.09514879,31.68106373,33.14666967,38.48573709,35.33418982,35.17339371,36.61942692,39.62605475,41.25291526,99.66646492,90.68250713,95.29699376,95.14073544,99.30583139,118.372519,129.6686446,137.2485875,153.8010661,150.976758,152.1531951,139.38502,147.6555311,139.1673717,147.1950721,149.7565127,153.7641354,166.5109534,169.3672048,166.3805953,178.3784623,187.953169,187.0109073,189.6915827,197.5560631,203.1236948,206.724875,212.8131078,217.036817,225.7563824,232.4468456,235.6626892,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Industrial Processes and Product Use,Greenhouse gas,Units,359.2147779,355.753894,363.6508358,375.4674476,371.4078428,332.9050559,357.9575294,366.1572309,368.470361,377.7495769,346.3289578,337.7424131,290.5879763,300.0227307,315.9604029,305.1489508,297.1908748,297.6991211,307.5941418,300.1572947,292.5314982,274.6951494,279.9984764,277.6467639,287.6360993,315.2598243,326.509856,330.8470188,337.8913304,331.9359341,332.3250921,294.962064,302.4625089,289.3556373,298.324862,298.5471761,306.0984375,327.5910662,311.3371142,277.9925183,315.6524987,334.045972,322.9393963,322.3962082,331.569588,332.3164919,331.389343,335.4082839,346.9992045,353.5533789,356.0480548,367.1567561,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Industrial Processes and Product Use,Methane,Units,0.524855079,0.498031517,0.583633729,0.63238716,0.617388335,0.507574912,0.566358619,0.605619383,0.62220226,0.674848841,0.612909693,0.657670418,0.529722252,0.57093421,0.611139597,0.504311899,0.560902487,0.572765163,0.639992974,0.612692284,0.27829123,0.277100677,0.264951216,0.325515122,0.337848913,0.35341709,0.377806517,0.397170912,0.391331636,0.377894247,0.334330869,0.235530015,0.241680578,0.237545213,0.203710496,0.110570992,0.082169721,0.085558278,0.080806503,0.076000185,0.077889848,0.07741411,0.096038185,0.107986572,0.158901322,0.21344444,0.278793532,0.282951624,0.337141923,0.362927904,0.3424736,0.345433578,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Industrial Processes and Product Use,Nitrous oxide,Units,101.4826804,99.44371171,98.99037089,99.13199214,97.18028224,84.76424636,88.8416524,87.86579133,86.07024057,89.22271389,79.39861921,72.55612203,57.45800517,57.67996783,58.21025462,52.04497226,48.25585924,46.82736911,45.44931419,42.10664306,33.27829134,32.72602847,31.01918963,32.72759607,33.21273752,36.8129866,37.19749273,30.60038015,26.09189408,25.14415383,25.39999674,21.88548871,22.91964178,22.71251506,21.01916522,24.92928231,26.09185951,30.08284975,20.28853444,18.82729744,22.36392678,27.81364693,22.48692631,21.12040728,22.83806815,22.15626219,23.41784737,22.73763132,25.95660252,21.07417286,23.32547667,23.32079799,,,,,,,,,
United States,US,USA,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals","Land-use, land-use change and forestry",Carbon dioxide,Units,,,,,,,,,,,,,,,,,,,,,-892.0139482,-900.621161,-891.2425205,-873.0002829,-889.5777632,-860.3188669,-883.344637,-861.53709,-863.8629637,-860.5872169,-862.6289483,-860.4024978,-831.2297289,-857.311332,-775.7569705,-831.1255364,-855.0579273,-818.7229501,-802.4986086,-772.4798033,-791.4233931,-836.2997362,-837.711846,-804.4749866,-814.3710805,-748.9443874,-862.0449096,-826.6669957,-809.0262638,-760.8197083,-812.1759853,-812.1759853,,,,,,,,,
